Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
android-async-http,2,"('1f352e6bf572fab13f131116736b7867809b6af8', '131f31ba475e719d48d35035fd2bb1ff7f198ec9')",Parameterize Variable,library/src/main/java/com/loopj/android/http/MySSLSocketFactory.java@socket : Socket,library/src/main/java/com/loopj/android/http/MySSLSocketFactory.java@socket : Socket,"[BlameRes(sha1='dfdbac333dbfc2fa4877f98cae71f28fa463f77a', oline='157', file_name='library/src/main/java/com/loopj/android/http/MySSLSocketFactory.java')]"
android-async-http,2,"('976fb73c054583b4cff47fd5fcfb370ebd9d4720', '0c6f669f3dcf01bf565c6017b7975a3ec9a15f2a')",Merge Class,library/src/main/java/com/loopj/android/http/ArgsUtils.java@com.loopj.android.http.ArgsUtils,library/src/main/java/com/loopj/android/http/Utils.java@com.loopj.android.http.Utils,"[BlameRes(sha1='253fd079a4703ae44a111a246bd0fca96240d72c', oline='4', file_name='library/src/main/java/com/loopj/android/http/ArgsUtils.java')]"
android-async-http,2,"('976fb73c054583b4cff47fd5fcfb370ebd9d4720', '0c6f669f3dcf01bf565c6017b7975a3ec9a15f2a')",Move And Rename Method,library/src/main/java/com/loopj/android/http/ArgsUtils.java@private ArgsUtils(),library/src/main/java/com/loopj/android/http/Utils.java@private Utils(),"[BlameRes(sha1='253fd079a4703ae44a111a246bd0fca96240d72c', oline='6', file_name='library/src/main/java/com/loopj/android/http/ArgsUtils.java')]"
android-async-http,2,"('976fb73c054583b4cff47fd5fcfb370ebd9d4720', '0c6f669f3dcf01bf565c6017b7975a3ec9a15f2a')",Move Method,"library/src/main/java/com/loopj/android/http/ArgsUtils.java@public notNull(argument T, name String) : T","library/src/main/java/com/loopj/android/http/Utils.java@public notNull(argument T, name String) : T","[BlameRes(sha1='253fd079a4703ae44a111a246bd0fca96240d72c', oline='9', file_name='library/src/main/java/com/loopj/android/http/ArgsUtils.java')]"
android-async-http,2,"('976fb73c054583b4cff47fd5fcfb370ebd9d4720', '0c6f669f3dcf01bf565c6017b7975a3ec9a15f2a')",Move And Rename Method,library/src/main/java/com/loopj/android/http/AssertUtils.java@private AssertUtils(),library/src/main/java/com/loopj/android/http/Utils.java@private Utils(),"[BlameRes(sha1='781abaa7503996ab072f21d2fe8415ee531aa61d', oline='6', file_name='library/src/main/java/com/loopj/android/http/AssertUtils.java')]"
android-async-http,2,"('976fb73c054583b4cff47fd5fcfb370ebd9d4720', '0c6f669f3dcf01bf565c6017b7975a3ec9a15f2a')",Move Method,"library/src/main/java/com/loopj/android/http/AssertUtils.java@public asserts(expression boolean, failedMessage String) : void","library/src/main/java/com/loopj/android/http/Utils.java@public asserts(expression boolean, failedMessage String) : void","[BlameRes(sha1='781abaa7503996ab072f21d2fe8415ee531aa61d', oline='9', file_name='library/src/main/java/com/loopj/android/http/AssertUtils.java')]"
android-async-http,2,"('fbb8a7a2553df81f2f0c7416bc20346eac9aa9da', '3c4f41bdac01aed72ed51f6adcde878b17b3e68e')",Change Method Access Modifier,sample/src/main/java/com/loopj/android/http/sample/CancelAllRequests.java@protected onCancelButtonPressed() : void,sample/src/main/java/com/loopj/android/http/sample/CancelAllRequestsSample.java@public onCancelButtonPressed() : void,"[BlameRes(sha1='55de9bd709d1ba2e0d53d17e7d1131c263fb3abd', oline='5', file_name='sample/src/main/java/com/loopj/android/http/sample/CancelAllRequests.java')]"
android-async-http,2,"('072c3808afe33913ce8087a3fb17da087dec8397', '04b1bc97f069faf0c91cef58a0ca65ebf899ef9c')",Add Method Annotation,library/src/main/java/com/loopj/android/http/JsonHttpResponseHandler.java@public onSuccess(response JSONObject) : void,library/src/main/java/com/loopj/android/http/JsonHttpResponseHandler.java@@Override,"[BlameRes(sha1='a5edfd36230c008e96d1ecd99d52728fea5bbbec', oline='17', file_name='library/src/com/loopj/android/http/JsonHttpResponseHandler.java')]"
android-async-http,2,"('072c3808afe33913ce8087a3fb17da087dec8397', '04b1bc97f069faf0c91cef58a0ca65ebf899ef9c')",Change Parameter Type,library/src/main/java/com/loopj/android/http/TextHttpResponseHandler.java@responseBody : String,library/src/main/java/com/loopj/android/http/TextHttpResponseHandler.java@responseBytes : byte[],"[BlameRes(sha1='34a934e9b35d93c546ea980833a727b79dbf76b4', oline='28', file_name='library/src/com/loopj/android/http/TextHttpResponseHandler.java')]"
android-async-http,2,"('072c3808afe33913ce8087a3fb17da087dec8397', '04b1bc97f069faf0c91cef58a0ca65ebf899ef9c')",Rename Parameter,library/src/main/java/com/loopj/android/http/TextHttpResponseHandler.java@responseBody : byte[],library/src/main/java/com/loopj/android/http/TextHttpResponseHandler.java@responseBytes : byte[],"[BlameRes(sha1='d8bf5ca88342bfe73b54b0fc041c7237a7729bb9', oline='45', file_name='library/src/com/loopj/android/http/TextHttpResponseHandler.java')]"
android-async-http,2,"('ebff8be95933d89a83d486e48edd9da6a2c21ddb', 'd8bf5ca88342bfe73b54b0fc041c7237a7729bb9')",Rename Method,"library/src/com/loopj/android/http/JsonHttpResponseHandler.java@protected sendSuccessMessage(statusCode int, headers Header[], responseBody String) : void","library/src/com/loopj/android/http/JsonHttpResponseHandler.java@public onSuccess(statusCode int, headers Header[], responseBody byte[]) : void","[BlameRes(sha1='a5edfd36230c008e96d1ecd99d52728fea5bbbec', oline='66', file_name='library/src/com/loopj/android/http/JsonHttpResponseHandler.java')]"
