Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
rest.li,2,"('bdaa16c894f4bbfa1d3538f5902d31acdd866dbd', '14c09a3edc53b2c269509b2c94d79cb1c3b11809')",Remove Parameter,"generator/src/main/java/com/linkedin/pegasus/generator/JavaDataTemplateGenerator.java@fieldsToReset : Map<String,JVar>","generator/src/main/java/com/linkedin/pegasus/generator/JavaDataTemplateGenerator.java@private generateCopierMethods(templateClass JDefinedClass, fields Map<String,JVar>, changeListenerClass JClass) : void","[BlameRes(sha1='fbcb0df12ad19321bd7381751637c73761db11f8', oline='254', file_name='generator/src/main/java/com/linkedin/pegasus/generator/JavaDataTemplateGenerator.java')]"
rest.li,2,"('5e9a01023a8792779cf4c49600803f356de0fb61', '3cf55dcd738104a0ccdab9923529a70b838293ec')",Change Parameter Type,generator/src/main/java/com/linkedin/pegasus/generator/JavaDataTemplateGenerator.java@dataMapSize : JExpression,generator/src/main/java/com/linkedin/pegasus/generator/JavaDataTemplateGenerator.java@dataMapSize : int,"[BlameRes(sha1='85b24159e2b2280855e93c1fda8e157a85c63773', oline='631', file_name='generator/src/main/java/com/linkedin/pegasus/generator/JavaDataTemplateGenerator.java')]"
rest.li,2,"('22116bdec0cc4487502fbd34e2a28012bb28f47d', 'f7abc2cde84fb22e259159eb82d91295847668fb')",Replace Attribute,data/src/main/java/com/linkedin/data/codec/JacksonDataCodec.java@protected _jsonFactory : JsonFactory,d2/src/main/java/com/linkedin/d2/balancer/zkfs/ZKFSTogglingLoadBalancerFactoryImpl.java@private _factory : ComponentFactory,"[BlameRes(sha1='25f8909916cb4a96bdffcf2257bbc3325f16f854', oline='837', file_name='data/src/main/java/com/linkedin/data/codec/JacksonDataCodec.java')]"
rest.li,2,"('ba137ee06cfb151614573a1cd049a0c9fdbbe1c5', '7dda8aa96d06c2ca9e800ac4e181e668fa0ac49b')",Change Parameter Type,d2/src/test/java/com/linkedin/d2/discovery/stores/mock/MockStore.java@shutdown : PropertyEventShutdownCallback,d2/src/test/java/com/linkedin/d2/discovery/stores/mock/MockStore.java@shutdown : Callback<None>,"[BlameRes(sha1='b14c3f4a081294107eccda66e27ddd46a0c2c38e', oline='89', file_name='d2/src/test/java/com/linkedin/d2/discovery/stores/mock/MockStore.java')]"
rest.li,2,"('ba137ee06cfb151614573a1cd049a0c9fdbbe1c5', '7dda8aa96d06c2ca9e800ac4e181e668fa0ac49b')",Change Parameter Type,restli-int-test/src/test/java/com/linkedin/restli/client/MockStore.java@shutdown : PropertyEventShutdownCallback,restli-int-test/src/test/java/com/linkedin/restli/client/MockStore.java@shutdown : Callback<None>,"[BlameRes(sha1='b14c3f4a081294107eccda66e27ddd46a0c2c38e', oline='89', file_name='restli-int-test/src/test/java/com/linkedin/restli/client/MockStore.java')]"
rest.li,2,"('4c08d3e65e953d9be21ba8471f08230a8df64871', '35b074de62f22d636504ba670b38782933fca885')",Rename Variable,restli-client-parseq/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java@e : Exception,restli-client/src/main/java/com/linkedin/restli/client/RestLiStreamCallbackAdapter.java@exception : Exception,"[BlameRes(sha1='b14c3f4a081294107eccda66e27ddd46a0c2c38e', oline='53', file_name='restli-client/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java')]"
rest.li,2,"('4c08d3e65e953d9be21ba8471f08230a8df64871', '35b074de62f22d636504ba670b38782933fca885')",Change Parameter Type,restli-client-parseq/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java@result : Response<T>,restli-client/src/main/java/com/linkedin/restli/client/RestLiStreamCallbackAdapter.java@result : StreamResponse,"[BlameRes(sha1='b14c3f4a081294107eccda66e27ddd46a0c2c38e', oline='47', file_name='restli-client/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java')]"
rest.li,2,"('4c08d3e65e953d9be21ba8471f08230a8df64871', '35b074de62f22d636504ba670b38782933fca885')",Remove Parameter Modifier,restli-client-parseq/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java@result : Response<T>,restli-client/src/main/java/com/linkedin/restli/client/RestLiStreamCallbackAdapter.java@result : StreamResponse,"[BlameRes(sha1='b14c3f4a081294107eccda66e27ddd46a0c2c38e', oline='47', file_name='restli-client/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java')]"
rest.li,2,"('4c08d3e65e953d9be21ba8471f08230a8df64871', '35b074de62f22d636504ba670b38782933fca885')",Move Method,restli-client-parseq/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java@public onSuccess(result Response<T>) : void,restli-client/src/main/java/com/linkedin/restli/client/RestLiStreamCallbackAdapter.java@public onSuccess(result StreamResponse) : void,"[BlameRes(sha1='b14c3f4a081294107eccda66e27ddd46a0c2c38e', oline='46', file_name='restli-client/src/main/java/com/linkedin/restli/client/ParSeqRestClient.java')]"
rest.li,2,"('c1719ec6f64b00cb6c6883040511072a32608aaf', 'bc43a45c371669f9ecacb6b662a016945a62f0d7')",Add Class Annotation,restli-server/src/main/java/com/linkedin/restli/server/InvokeAware.java@com.linkedin.restli.server.InvokeAware,restli-server/src/main/java/com/linkedin/restli/server/InvokeAware.java@@Deprecated,"[BlameRes(sha1='068cdbb2478a03768d241f41ca7c6e62fb8146de', oline='6', file_name='restli-server/src/main/java/com/linkedin/restli/server/InvokeAware.java')]"
