redisson
Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause,
redisson,2,"('263974726602aea47265eff9a5a672fbdab00c0b', '3f649e2ac8e66fe790ada9ae4d7d4f6cdb4b6725')",Change Method Access Modifier,"redisson/src/main/java/org/redisson/RedissonRemoteService.java@private getBlockingQueue(name String, codec Codec) : RBlockingQueue<V>","redisson/src/main/java/org/redisson/remote/BaseRemoteService.java@protected getBlockingQueue(name String, codec Codec) : RBlockingQueue<V>","[BlameRes(sha1='e77400ba5d140232dd457a22c938ec92a448233a', oline='131', file_name='redisson/src/main/java/org/redisson/RedissonRemoteService.java')]",,
redisson,2,"('263974726602aea47265eff9a5a672fbdab00c0b', '3f649e2ac8e66fe790ada9ae4d7d4f6cdb4b6725')",Pull Up Method,"redisson/src/main/java/org/redisson/RedissonRemoteService.java@private getBlockingQueue(name String, codec Codec) : RBlockingQueue<V>","redisson/src/main/java/org/redisson/remote/BaseRemoteService.java@protected getBlockingQueue(name String, codec Codec) : RBlockingQueue<V>","[BlameRes(sha1='e77400ba5d140232dd457a22c938ec92a448233a', oline='131', file_name='redisson/src/main/java/org/redisson/RedissonRemoteService.java')]",G,explicit: C1
redisson,2,"('ee8fc44f5e75ccfe53a39a8640906ec12e4bead7', '23a3e3dc9d8d57f003c9b61370f669810120d9a7')",Extract Method,redisson/src/main/java/org/redisson/RedissonBloomFilter.java@public contains(object T) : boolean,redisson/src/main/java/org/redisson/RedissonBloomFilter.java@private index(objects Collection<T>) : List<Long>,"[BlameRes(sha1='c4e1ba31ffa640972a26ab050162603ad2567484', oline='109', file_name='src/main/java/org/redisson/RedissonBloomFilter.java')]",,
redisson,2,"('ee8fc44f5e75ccfe53a39a8640906ec12e4bead7', '23a3e3dc9d8d57f003c9b61370f669810120d9a7')",Extract Method,redisson/src/main/java/org/redisson/RedissonBloomFilter.java@public contains(object T) : boolean,redisson/src/main/java/org/redisson/RedissonBloomFilter.java@public contains(objects Collection<T>) : long,"[BlameRes(sha1='c4e1ba31ffa640972a26ab050162603ad2567484', oline='109', file_name='src/main/java/org/redisson/RedissonBloomFilter.java')]",,
redisson,2,"('3363fbd4957a05ea020f5457dadd89d3e54acb98', 'f414cbf9d82e64f0ff4b31b7cb2ebeead8d23996')",Add Parameter,redisson/src/main/java/org/redisson/RedissonPermitExpirableSemaphore.java@protected generateId() : byte[],redisson/src/main/java/org/redisson/connection/ServiceManager.java@size : int,"[BlameRes(sha1='0c76978f02cd68fabc2acc98309e5f7dbdb43f5f', oline='320', file_name='redisson/src/main/java/org/redisson/RedissonPermitExpirableSemaphore.java')]",,
redisson,2,"('3363fbd4957a05ea020f5457dadd89d3e54acb98', 'f414cbf9d82e64f0ff4b31b7cb2ebeead8d23996')",Add Parameter,redisson/src/main/java/org/redisson/cache/LocalCacheListener.java@public generateId() : byte[],redisson/src/main/java/org/redisson/connection/ServiceManager.java@size : int,"[BlameRes(sha1='5892ed4299911c235357f091a46f2e0602b5d824', oline='77', file_name='redisson/src/main/java/org/redisson/cache/LocalCacheListener.java')]",,
redisson,2,"('31edb4b85d63f04f4891cca09a93453ccdea6279', '20cf65dc57e21933026c6f1b1ec3027c25ed749a')",Extract Method,redisson/src/main/java/org/redisson/RedissonMapCache.java@public clear() : void,redisson/src/main/java/org/redisson/RedissonMapCache.java@public clearAsync() : RFuture<Boolean>,"[BlameRes(sha1='c1b5b9a03d17f527cf300337d023b5bdd9d303b1', oline='1915', file_name='redisson/src/main/java/org/redisson/RedissonMapCache.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Extract Class,redisson/src/main/java/org/redisson/RedisNodes.java@org.redisson.RedisNodes,redisson/src/main/java/org/redisson/RedisNodes.java@org.redisson.RedisNodes,"[BlameRes(sha1='7f34cdfa9828d9dcf1536f8214d5d5cf89f1af56', oline='22', file_name='redisson/src/main/java/org/redisson/RedisNodes.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Extract Class,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@org.redisson.connection.MasterSlaveConnectionManager,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@org.redisson.connection.MasterSlaveConnectionManager,"[BlameRes(sha1='05a6319f3f99ab6ed8f2b54457d978e53df1aa94', oline='39', file_name='src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/Redisson.java@private connectionEventsHub : ConnectionEventsHub,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private connectionEventsHub : ConnectionEventsHub,"[BlameRes(sha1='a1bb7bd1e70142cea668a9b1846a0bf3ce47033d', oline='32', file_name='redisson/src/main/java/org/redisson/Redisson.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/RedissonReactive.java@private connectionEventsHub : ConnectionEventsHub,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private connectionEventsHub : ConnectionEventsHub,"[BlameRes(sha1='a1bb7bd1e70142cea668a9b1846a0bf3ce47033d', oline='23', file_name='redisson/src/main/java/org/redisson/RedissonReactive.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/RedisNodes.java@package connectionEventsHub : ConnectionEventsHub,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private connectionEventsHub : ConnectionEventsHub,"[BlameRes(sha1='a1bb7bd1e70142cea668a9b1846a0bf3ce47033d', oline='27', file_name='redisson/src/main/java/org/redisson/RedisNodes.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Change Attribute Access Modifier,redisson/src/main/java/org/redisson/RedisNodes.java@package connectionEventsHub : ConnectionEventsHub,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private connectionEventsHub : ConnectionEventsHub,"[BlameRes(sha1='a1bb7bd1e70142cea668a9b1846a0bf3ce47033d', oline='27', file_name='redisson/src/main/java/org/redisson/RedisNodes.java')]",,
