morphia
Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause,
morphia,2,"('77e81eca9ac40140d3d59f37b71db27e1d32130d', '204ba784bba5218cb64997fcb5fd3741cd9647a5')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private options : MapperOptions,core/src/main/java/dev/morphia/config/MapperOptionsWrapper.java@private options : MapperOptions,"[BlameRes(sha1='0ed704aad3a6d4e96562ad8ae528af56acc109d8', oline='61', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",G,explicit: C2
morphia,2,"('e26397f23305daae7dac4df09b78eb3e5e8e5a41', '74bba68554bf11b797ad9ad76b59846224988bc5')",Extract Class,core/src/main/java/dev/morphia/aggregation/experimental/expressions/AccumulatorExpressions.java@dev.morphia.aggregation.experimental.expressions.AccumulatorExpressions,core/src/main/java/dev/morphia/aggregation/experimental/expressions/AccumulatorExpressions.java@dev.morphia.aggregation.experimental.expressions.AccumulatorExpressions,"[BlameRes(sha1='172a4a70f7d1293b908a615c01765b29b896f5bf', oline='15', file_name='morphia/src/main/java/dev/morphia/aggregation/experimental/expressions/AccumulatorExpressions.java')]",,
morphia,2,"('e26397f23305daae7dac4df09b78eb3e5e8e5a41', '74bba68554bf11b797ad9ad76b59846224988bc5')",Extract Class,core/src/main/java/dev/morphia/aggregation/experimental/expressions/MathExpressions.java@dev.morphia.aggregation.experimental.expressions.MathExpressions,core/src/main/java/dev/morphia/aggregation/experimental/expressions/MathExpressions.java@dev.morphia.aggregation.experimental.expressions.MathExpressions,"[BlameRes(sha1='c9fc8f7746bece60bdd33816329e130d758eced4', oline='11', file_name='morphia/src/main/java/dev/morphia/aggregation/experimental/expressions/MathExpressions.java')]",,
morphia,2,"('6b31b134bfbcaca727801c44b391c8f14878f01b', '72e564a468cb757d06ef488648075e2a29e4c96a')",Extract Method,"core/src/main/java/dev/morphia/aggregation/experimental/codecs/ExpressionHelper.java@public expression(datastore Datastore, writer BsonWriter, name String, expression Expression, encoderContext EncoderContext) : void","core/src/main/java/dev/morphia/aggregation/experimental/codecs/ExpressionHelper.java@public wrapExpression(datastore Datastore, writer BsonWriter, expression Expression, encoderContext EncoderContext) : void","[BlameRes(sha1='567cf9f163bf3ff7168ede8b576f04c8c034aa6f', oline='52', file_name='core/src/main/java/dev/morphia/aggregation/experimental/codecs/ExpressionHelper.java')]",,
morphia,2,"('6b31b134bfbcaca727801c44b391c8f14878f01b', '72e564a468cb757d06ef488648075e2a29e4c96a')",Move And Inline Method,"core/src/main/java/dev/morphia/aggregation/experimental/expressions/impls/LiteralExpression.java@public encode(datastore Datastore, writer BsonWriter, encoderContext EncoderContext) : void","core/src/main/java/dev/morphia/aggregation/experimental/codecs/stages/GeoNearCodec.java@protected encodeStage(writer BsonWriter, value GeoNear, encoderContext EncoderContext) : void","[BlameRes(sha1='8222e1bb0ad45eb7f8593adb5223a30e5bfc70a5', oline='13', file_name='morphia/src/main/java/dev/morphia/aggregation/experimental/expressions/Literal.java')]",,
morphia,2,"('6b31b134bfbcaca727801c44b391c8f14878f01b', '72e564a468cb757d06ef488648075e2a29e4c96a')",Move And Inline Method,"core/src/main/java/dev/morphia/aggregation/experimental/expressions/impls/LiteralExpression.java@public encode(datastore Datastore, writer BsonWriter, encoderContext EncoderContext) : void","core/src/main/java/dev/morphia/aggregation/experimental/codecs/stages/GraphLookupCodec.java@protected encodeStage(writer BsonWriter, value GraphLookup, encoderContext EncoderContext) : void","[BlameRes(sha1='8222e1bb0ad45eb7f8593adb5223a30e5bfc70a5', oline='13', file_name='morphia/src/main/java/dev/morphia/aggregation/experimental/expressions/Literal.java')]",,
morphia,2,"('6b31b134bfbcaca727801c44b391c8f14878f01b', '72e564a468cb757d06ef488648075e2a29e4c96a')",Move And Inline Method,"core/src/main/java/dev/morphia/aggregation/experimental/expressions/impls/LiteralExpression.java@public encode(datastore Datastore, writer BsonWriter, encoderContext EncoderContext) : void","core/src/main/java/dev/morphia/aggregation/experimental/codecs/stages/UnwindCodec.java@protected encodeStage(writer BsonWriter, value Unwind, encoderContext EncoderContext) : void","[BlameRes(sha1='8222e1bb0ad45eb7f8593adb5223a30e5bfc70a5', oline='13', file_name='morphia/src/main/java/dev/morphia/aggregation/experimental/expressions/Literal.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/aggregation/experimental/codecs/AggregationCodecProvider.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/aggregation/experimental/codecs/ExpressionCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/aggregation/experimental/codecs/stages/StageCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/ArrayCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/KeyCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/LegacyQueryCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/MorphiaDateCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/MorphiaLocalDateTimeCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/MorphiaMapCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/MorphiaTypesCodecProvider.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/ObjectCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/TypedArrayCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/mapping/codec/pojo/MorphiaCodec.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/query/CriteriaContainerImpl.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/query/FieldCriteria.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/query/FieldEndImpl.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/query/Operations.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/mapping/Mapper.java@private datastore : Datastore,core/src/main/java/dev/morphia/query/internal/MorphiaKeyCursor.java@private datastore : Datastore,"[BlameRes(sha1='8f76f79af85b1fcc8053771051d9b55a6f026499', oline='65', file_name='morphia/src/main/java/dev/morphia/mapping/Mapper.java')]",,
morphia,2,"('567cf9f163bf3ff7168ede8b576f04c8c034aa6f', '6884a181fc65df887ac74cd242631d0f814c7bf3')",Move Attribute,core/src/main/java/dev/morphia/query/FieldCriteria.java@private mapper : Mapper,core/src/main/java/dev/morphia/mapping/codec/pojo/EntityModel.java@private mapper : Mapper,"[BlameRes(sha1='32686a60692340c2b2f6e8b99e480e6a3ba70604', oline='19', file_name='morphia/src/main/java/dev/morphia/query/FieldCriteria.java')]",,
morphia,2,"('9909031353001757aae2eade4cf89060c7fa460c', '1ee83a52aeb4a1e3f31baf27fa271b096a2abaf6')",Move Package,legacy-tests/src/test/java/dev/morphia/mapping/lazy/ProxyTestBase.java@dev.morphia.mapping.lazy.ProxyTestBase,core/src/test/java/dev/morphia/test/mapping/ProxyTestBase.java@dev.morphia.test.mapping.ProxyTestBase,"[BlameRes(sha1='27839b06e59f6724a3d0c154832da04af0cdd478', oline='17', file_name='morphia/src/test/java/com/google/code/morphia/mapping/lazy/ProxyTestBase.java')]",,
morphia,2,"('9909031353001757aae2eade4cf89060c7fa460c', '1ee83a52aeb4a1e3f31baf27fa271b096a2abaf6')",Move Method,core/src/test/java/dev/morphia/test/mapping/experimental/TestReferences.java@private checkForProxyTypes() : void,core/src/test/java/dev/morphia/test/TestBase.java@protected checkForProxyTypes() : void,"[BlameRes(sha1='675d21926680a0a0f0fb2b75b71f979dd21fcf1f', oline='515', file_name='core/src/test/java/dev/morphia/test/mapping/experimental/TestReferences.java')]",,
morphia,2,"('e2ff9e8386d40877ee2247e05e87e1fbeb51c598', '753811614a9a0ec090bc9a0b1d0c4482a6587213')",Move And Rename Class,legacy-tests/src/test/java/dev/morphia/entities/SimpleEnum.java@dev.morphia.entities.SimpleEnum,core/src/test/java/dev/morphia/test/mapping/TestLifecycles.java@dev.morphia.test.mapping.TestLifecycles.LifecycleB,"[BlameRes(sha1='fa511d3e355638a17b209012d66376163399bd99', oline='3', file_name='morphia/src/test/java/org/mongodb/morphia/entities/SimpleEnum.java')]",,
morphia,2,"('e2ff9e8386d40877ee2247e05e87e1fbeb51c598', '753811614a9a0ec090bc9a0b1d0c4482a6587213')",Split Package,legacy-tests/src/test/java/dev/morphia/entities/SimpleEnum.java@dev.morphia.entities.SimpleEnum,core/src/test/java/dev/morphia/test/mapping/TestLifecycles.java@dev.morphia.test.mapping.TestLifecycles.LifecycleB,"[BlameRes(sha1='fa511d3e355638a17b209012d66376163399bd99', oline='3', file_name='morphia/src/test/java/org/mongodb/morphia/entities/SimpleEnum.java')]",,
morphia,2,"('e2ff9e8386d40877ee2247e05e87e1fbeb51c598', '753811614a9a0ec090bc9a0b1d0c4482a6587213')",Change Class Access Modifier,legacy-tests/src/test/java/dev/morphia/entities/SimpleEnum.java@dev.morphia.entities.SimpleEnum,core/src/test/java/dev/morphia/test/mapping/TestLifecycles.java@dev.morphia.test.mapping.TestLifecycles.LifecycleB,"[BlameRes(sha1='fa511d3e355638a17b209012d66376163399bd99', oline='3', file_name='morphia/src/test/java/org/mongodb/morphia/entities/SimpleEnum.java')]",,
morphia,2,"('e2ff9e8386d40877ee2247e05e87e1fbeb51c598', '753811614a9a0ec090bc9a0b1d0c4482a6587213')",Add Class Modifier,legacy-tests/src/test/java/dev/morphia/entities/SimpleEnum.java@dev.morphia.entities.SimpleEnum,core/src/test/java/dev/morphia/test/mapping/TestLifecycles.java@dev.morphia.test.mapping.TestLifecycles.LifecycleB,"[BlameRes(sha1='fa511d3e355638a17b209012d66376163399bd99', oline='3', file_name='morphia/src/test/java/org/mongodb/morphia/entities/SimpleEnum.java')]",,
morphia,2,"('e2ff9e8386d40877ee2247e05e87e1fbeb51c598', '753811614a9a0ec090bc9a0b1d0c4482a6587213')",Add Class Annotation,legacy-tests/src/test/java/dev/morphia/entities/SimpleEnum.java@dev.morphia.entities.SimpleEnum,core/src/test/java/dev/morphia/test/mapping/TestLifecycles.java@@Entity,"[BlameRes(sha1='fa511d3e355638a17b209012d66376163399bd99', oline='3', file_name='morphia/src/test/java/org/mongodb/morphia/entities/SimpleEnum.java')]",,
morphia,2,"('e2ff9e8386d40877ee2247e05e87e1fbeb51c598', '753811614a9a0ec090bc9a0b1d0c4482a6587213')",Change Type Declaration Kind,legacy-tests/src/test/java/dev/morphia/entities/SimpleEnum.java@dev.morphia.entities.SimpleEnum,core/src/test/java/dev/morphia/test/mapping/TestLifecycles.java@dev.morphia.test.mapping.TestLifecycles.LifecycleB,"[BlameRes(sha1='fa511d3e355638a17b209012d66376163399bd99', oline='3', file_name='morphia/src/test/java/org/mongodb/morphia/entities/SimpleEnum.java')]",,
morphia,2,"('172b712ba1f61a950de92501d981181c822d6a9e', '86cfb1226873be8b8b13da947d41b4e989dcc862')",Rename Attribute,legacy-tests/src/test/java/dev/morphia/mapping/MappedFieldTest.java@mappedClass : MappedClass,legacy-tests/src/test/java/dev/morphia/mapping/FieldModelTest.java@entityModel : EntityModel,"[BlameRes(sha1='dcc83d67074939826ede91465a61da0f2f208877', oline='27', file_name='morphia/src/test/java/dev/morphia/mapping/MappedFieldTest.java')]",,
