retrolambda
Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause,
retrolambda,3,"('13d461f4204ec937b4b6c01276183f28e24a8ebb', '28e7aa910e3edb4dfbd6e9b29bd1ca5f624d91e8', '6382656592c76cdebb20e584e285360921d9eaff')",Change Variable Type,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@d1 : DeepChild,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@child : RefineArgChild,"[BlameRes(sha1='4d950874c42e71d86f0a4d40bca8f79f0b0500c6', oline='139', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,3,"('13d461f4204ec937b4b6c01276183f28e24a8ebb', '28e7aa910e3edb4dfbd6e9b29bd1ca5f624d91e8', '6382656592c76cdebb20e584e285360921d9eaff')",Rename Variable,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@d1 : DeepChild,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@child : RefineArgChild,"[BlameRes(sha1='4d950874c42e71d86f0a4d40bca8f79f0b0500c6', oline='139', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,3,"('76a490e7859a3fff8af7a1a4f436c36903a2790d', 'b9c2b6450bdb7a5fa8a548f79381f2bccd205dbf', '4664a51765d91c19719632290b26aef9bded46dc')",Rename Variable,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@factoryMethod : LambdaFactoryMethod,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@factory : LambdaFactoryMethod,"[BlameRes(sha1='0bf4a9f3b02c0f75c304305bedc7267f7c7c5d2a', oline='99', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,3,"('76a490e7859a3fff8af7a1a4f436c36903a2790d', 'b9c2b6450bdb7a5fa8a548f79381f2bccd205dbf', '4664a51765d91c19719632290b26aef9bded46dc')",Move Method,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@public visitEnd() : void,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java@public visitEnd() : void,"[BlameRes(sha1='7dc248088b30414157a87ccc7fa5f6d8482da00b', oline='62', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,3,"('76a490e7859a3fff8af7a1a4f436c36903a2790d', 'b9c2b6450bdb7a5fa8a548f79381f2bccd205dbf', '4664a51765d91c19719632290b26aef9bded46dc')",Move And Rename Method,"retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@private asmToInvokerType(arg Object, classLoader ClassLoader, caller MethodHandles.Lookup) : Object","retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaReifier.java@private asmToJdkType(arg Object, classLoader ClassLoader, caller MethodHandles.Lookup) : Object","[BlameRes(sha1='0bf4a9f3b02c0f75c304305bedc7267f7c7c5d2a', oline='126', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,4,"('809397f24ba57e80bc80540b39dd238c40148f8a', '3f2604ed6fa0feb20814df6c1cf95ce0f8b04f2b', '73e7be4c36fb693d50bce33224dd5d5ee8b70e00', '62aa4e2d67e453b69b13d5c0ff9eb6368c69e96b')",Rename Variable,retrolambda/src/main/java/net/orfjackal/retrolambda/Config.java@s : null,retrolambda/src/main/java/net/orfjackal/retrolambda/Config.java@line : null,"[BlameRes(sha1='8c2cdf6d28a7aac3be3062e3a8ecfb90a6ffdf5c', oline='131', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/Config.java')]",,
retrolambda,4,"('27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a', '544fd4e734c8ca5328746a67aac1753f3df1c9a8', '35fc9717a85c944bc613f488771343aacb48a526')",Move And Rename Class,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@net.orfjackal.retrolambda.test.DefaultMethodsTest.AB,retrolambda/src/test/java/net/orfjackal/retrolambda/ClassHierarchyAnalyzerTest.java@net.orfjackal.retrolambda.ClassHierarchyAnalyzerTest.ChildClass,"[BlameRes(sha1='0821f04dd729efea18666ca5881f2f2bc5293fbd', oline='144', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,4,"('27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a', '544fd4e734c8ca5328746a67aac1753f3df1c9a8', '35fc9717a85c944bc613f488771343aacb48a526')",Move And Rename Class,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@net.orfjackal.retrolambda.test.DefaultMethodsTest.BA,retrolambda/src/test/java/net/orfjackal/retrolambda/ClassHierarchyAnalyzerTest.java@net.orfjackal.retrolambda.ClassHierarchyAnalyzerTest.InheritsDefault,"[BlameRes(sha1='0083d66b6766d7af7735fde0ca0f4af07fd2f891', oline='148', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,4,"('27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a', '544fd4e734c8ca5328746a67aac1753f3df1c9a8', '35fc9717a85c944bc613f488771343aacb48a526')",Extract Superclass,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@net.orfjackal.retrolambda.test.DefaultMethodsTest.AB,retrolambda/src/test/java/net/orfjackal/retrolambda/ClassHierarchyAnalyzerTest.java@net.orfjackal.retrolambda.ClassHierarchyAnalyzerTest.ChildClass,"[BlameRes(sha1='0821f04dd729efea18666ca5881f2f2bc5293fbd', oline='144', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,4,"('2dbd804bee9edcb3e77bea2c294b06679c827012', '151a36c8753ea5f94004aa81516337e1fce372a3', '95fbf37c316ec3a1b48d1a15b9ad78e6066603df', '160e754ebc08c2b8cd69fd80bb2a22615e8c769a')",Extract Variable,retrolambda/src/main/java/net/orfjackal/retrolambda/Retrolambda.java@,retrolambda/src/main/java/net/orfjackal/retrolambda/Retrolambda.java@saver : ClassSaver,"[BlameRes(sha1='6ee141a3dbd075517f4deae4ea4c2136706284f4', oline='32', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/Retrolambda.java')]",G,Not explicit
retrolambda,4,"('2dbd804bee9edcb3e77bea2c294b06679c827012', '151a36c8753ea5f94004aa81516337e1fce372a3', '95fbf37c316ec3a1b48d1a15b9ad78e6066603df', '160e754ebc08c2b8cd69fd80bb2a22615e8c769a')",Extract Class,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassSaver.java@net.orfjackal.retrolambda.LambdaClassSaver,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassSaver.java@net.orfjackal.retrolambda.LambdaClassSaver,"[BlameRes(sha1='6ee141a3dbd075517f4deae4ea4c2136706284f4', oline='6', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassSaver.java')]",,
retrolambda,4,"('2dbd804bee9edcb3e77bea2c294b06679c827012', '151a36c8753ea5f94004aa81516337e1fce372a3', '95fbf37c316ec3a1b48d1a15b9ad78e6066603df', '160e754ebc08c2b8cd69fd80bb2a22615e8c769a')",Move Attribute,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassSaver.java@private outputDir : Path,retrolambda/src/main/java/net/orfjackal/retrolambda/ClassSaver.java@private outputDir : Path,"[BlameRes(sha1='6ee141a3dbd075517f4deae4ea4c2136706284f4', oline='8', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassSaver.java')]",,
retrolambda,4,"('183df2d1670ca8cf1ae4b9cf2bea2c88d982f24d', '064006507169deec51d66487646fbb4f55edfc10', '27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a')",Rename Method,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@public getInterfaceMethods(type Type) : List<MethodRef>,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@private getAllInterfaces(interfaceType Type) : Set<Type>,"[BlameRes(sha1='9a1d0ef79aa306b8f73c2ee85e72e9881ee58790', oline='129', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java')]",,
retrolambda,4,"('183df2d1670ca8cf1ae4b9cf2bea2c88d982f24d', '064006507169deec51d66487646fbb4f55edfc10', '27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a')",Change Variable Type,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@results : Set<MethodRef>,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@results : HashSet<Type>,"[BlameRes(sha1='e1024dfa123e2c673b00dc45b914303deb86c5d0', oline='131', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java')]",,
retrolambda,4,"('183df2d1670ca8cf1ae4b9cf2bea2c88d982f24d', '064006507169deec51d66487646fbb4f55edfc10', '27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a')",Change Return Type,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@List<MethodRef>,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@Set<Type>,"[BlameRes(sha1='24e03c4b6b368de872d10f7017971e596fc45e81', oline='163', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java')]",,
retrolambda,4,"('183df2d1670ca8cf1ae4b9cf2bea2c88d982f24d', '064006507169deec51d66487646fbb4f55edfc10', '27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a')",Rename Parameter,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@type : Type,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@interfaceType : Type,"[BlameRes(sha1='24e03c4b6b368de872d10f7017971e596fc45e81', oline='163', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java')]",,
retrolambda,4,"('183df2d1670ca8cf1ae4b9cf2bea2c88d982f24d', '064006507169deec51d66487646fbb4f55edfc10', '27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a')",Remove Method Annotation,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@@Override,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@private getAllInterfaces(interfaceType Type) : Set<Type>,"[BlameRes(sha1='9a1d0ef79aa306b8f73c2ee85e72e9881ee58790', oline='129', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java')]",,
retrolambda,4,"('183df2d1670ca8cf1ae4b9cf2bea2c88d982f24d', '064006507169deec51d66487646fbb4f55edfc10', '27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a')",Change Method Access Modifier,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@public getInterfaceMethods(type Type) : List<MethodRef>,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java@private getAllInterfaces(interfaceType Type) : Set<Type>,"[BlameRes(sha1='9a1d0ef79aa306b8f73c2ee85e72e9881ee58790', oline='129', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/ClassHierarchyAnalyzer.java')]",,
retrolambda,4,"('ee1569e939f858606fefcaa3b2d25aca9863f37b', '76a490e7859a3fff8af7a1a4f436c36903a2790d', 'b9c2b6450bdb7a5fa8a548f79381f2bccd205dbf', '4664a51765d91c19719632290b26aef9bded46dc')",Rename Class,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java@net.orfjackal.retrolambda.LambdaClassBackporter.MyClassVisitor,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java@net.orfjackal.retrolambda.LambdaClassBackporter.LambdaClassVisitor,"[BlameRes(sha1='d59dd79fcf86829aa73594adeb80f8345c92196f', oline='17', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java')]",,
retrolambda,4,"('ee1569e939f858606fefcaa3b2d25aca9863f37b', '76a490e7859a3fff8af7a1a4f436c36903a2790d', 'b9c2b6450bdb7a5fa8a548f79381f2bccd205dbf', '4664a51765d91c19719632290b26aef9bded46dc')",Rename Attribute,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java@className : String,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java@lambdaClass : String,"[BlameRes(sha1='9e89e869ebf1dc32bf00a6cb717ed40f76bda165', oline='21', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java')]",,
retrolambda,4,"('ee1569e939f858606fefcaa3b2d25aca9863f37b', '76a490e7859a3fff8af7a1a4f436c36903a2790d', 'b9c2b6450bdb7a5fa8a548f79381f2bccd205dbf', '4664a51765d91c19719632290b26aef9bded46dc')",Reorder Parameter,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@invokedType : Type,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaFactoryMethod.java@lambdaClass : String,"[BlameRes(sha1='7dc248088b30414157a87ccc7fa5f6d8482da00b', oline='184', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,4,"('ee1569e939f858606fefcaa3b2d25aca9863f37b', '76a490e7859a3fff8af7a1a4f436c36903a2790d', 'b9c2b6450bdb7a5fa8a548f79381f2bccd205dbf', '4664a51765d91c19719632290b26aef9bded46dc')",Move Method,"retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@public LambdaFactoryMethod(invokedType Type, lambdaClass String)","retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaFactoryMethod.java@public LambdaFactoryMethod(lambdaClass String, invokedType Type)","[BlameRes(sha1='7dc248088b30414157a87ccc7fa5f6d8482da00b', oline='184', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,5,"('5620cd7bb97508ff2863fa4130394c02ff903808', 'eb714b1b68aaa731b642e943b1e12da999b2e82d', '903b68d083a4e56498868d720aea1d7733de8ba2', '3185f5e13d6d624383037352d5e0e7b351fb7854', '74e2c432cc7132a6e22248b567ef650b56ed835b')",Remove Class Modifier,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java@net.orfjackal.retrolambda.LambdaClassBackporter.MagicLambdaRemovingMethodVisitor,retrolambda/src/main/java/net/orfjackal/retrolambda/UpdateRelocatedMethodInvocations.java@net.orfjackal.retrolambda.UpdateRelocatedMethodInvocations.UpdateMethodCalls,"[BlameRes(sha1='d59dd79fcf86829aa73594adeb80f8345c92196f', oline='41', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java')]",,
retrolambda,5,"('5620cd7bb97508ff2863fa4130394c02ff903808', 'eb714b1b68aaa731b642e943b1e12da999b2e82d', '903b68d083a4e56498868d720aea1d7733de8ba2', '3185f5e13d6d624383037352d5e0e7b351fb7854', '74e2c432cc7132a6e22248b567ef650b56ed835b')",Add Parameter,"retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@public transform(reader ClassReader, targetVersion int, methodRelocations MethodRelocations) : byte[]",retrolambda/src/main/java/net/orfjackal/retrolambda/Transformers.java@chain : ClassVisitorChain,"[BlameRes(sha1='76f713e9f2bbaf7b84b178f29104f03f87712953', oline='15', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,5,"('5620cd7bb97508ff2863fa4130394c02ff903808', 'eb714b1b68aaa731b642e943b1e12da999b2e82d', '903b68d083a4e56498868d720aea1d7733de8ba2', '3185f5e13d6d624383037352d5e0e7b351fb7854', '74e2c432cc7132a6e22248b567ef650b56ed835b')",Change Method Access Modifier,"retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@public transform(reader ClassReader, targetVersion int, methodRelocations MethodRelocations) : byte[]","retrolambda/src/main/java/net/orfjackal/retrolambda/Transformers.java@private transform(reader ClassReader, chain ClassVisitorChain) : byte[]","[BlameRes(sha1='76f713e9f2bbaf7b84b178f29104f03f87712953', oline='15', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,5,"('5620cd7bb97508ff2863fa4130394c02ff903808', 'eb714b1b68aaa731b642e943b1e12da999b2e82d', '903b68d083a4e56498868d720aea1d7733de8ba2', '3185f5e13d6d624383037352d5e0e7b351fb7854', '74e2c432cc7132a6e22248b567ef650b56ed835b')",Move Method,"retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@public transform(reader ClassReader, targetVersion int, methodRelocations MethodRelocations) : byte[]","retrolambda/src/main/java/net/orfjackal/retrolambda/Transformers.java@private transform(reader ClassReader, chain ClassVisitorChain) : byte[]","[BlameRes(sha1='76f713e9f2bbaf7b84b178f29104f03f87712953', oline='15', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,5,"('d59dd79fcf86829aa73594adeb80f8345c92196f', '81cdee73204dd20fc76353431e26dbfdfc1da8e6', '2fce3776f1a1788ea21d2062daa835818f84680e', '310ccb673d6751964129c405f6ba9e992dba4aed', '32af4b7a0a49af4c50a74ca14928d402ed55082b')",Move Class,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaBackporter.java@net.orfjackal.retrolambda.LambdaBackporter.MyClassVisitor,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaClassBackporter.java@net.orfjackal.retrolambda.LambdaClassBackporter.MyClassVisitor,"[BlameRes(sha1='abec38e663d961f77d3d55f302930e4760735a20', oline='32', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaBackporter.java')]",,
retrolambda,5,"('27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a', '544fd4e734c8ca5328746a67aac1753f3df1c9a8', '35fc9717a85c944bc613f488771343aacb48a526', '6ceaf6e7c61c1a405e72e4fd9559c4d183022c6e')",Change Class Access Modifier,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@net.orfjackal.retrolambda.test.DefaultMethodsTest.AB,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/MethodKind.java@net.orfjackal.retrolambda.interfaces.MethodKind.Abstract,"[BlameRes(sha1='0821f04dd729efea18666ca5881f2f2bc5293fbd', oline='144', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,5,"('27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a', '544fd4e734c8ca5328746a67aac1753f3df1c9a8', '35fc9717a85c944bc613f488771343aacb48a526', '6ceaf6e7c61c1a405e72e4fd9559c4d183022c6e')",Add Class Modifier,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@net.orfjackal.retrolambda.test.DefaultMethodsTest.AB,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/MethodKind.java@net.orfjackal.retrolambda.interfaces.MethodKind.Abstract,"[BlameRes(sha1='0821f04dd729efea18666ca5881f2f2bc5293fbd', oline='144', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,5,"('27e429a2953c5db2c470ce688a8d498d1899fe0b', 'ee270a845ddd581765fd743e56cd1adda7896b6a', '544fd4e734c8ca5328746a67aac1753f3df1c9a8', '35fc9717a85c944bc613f488771343aacb48a526', '6ceaf6e7c61c1a405e72e4fd9559c4d183022c6e')",Extract Superclass,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@net.orfjackal.retrolambda.test.DefaultMethodsTest.BA,retrolambda/src/test/java/net/orfjackal/retrolambda/ClassHierarchyAnalyzerTest.java@net.orfjackal.retrolambda.ClassHierarchyAnalyzerTest.ChildClass,"[BlameRes(sha1='0083d66b6766d7af7735fde0ca0f4af07fd2f891', oline='148', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,5,"('b4f3efe33e34b49134f9e37100bf68ad7fe475a5', '56e008aeb9efdbbbe819daaf340e62f13f291a0b', 'c8b763121afb7a10091d231b9f08e772103d4358', 'ee2aa3db73afbab7a4b651e9b8165434f5b509bf', '98c01453ae9b44fd9b8b5c3398346a3e48a5cafe')",Change Method Access Modifier,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/RemoveStaticMethods.java@private isStaticMethod(access int) : boolean,retrolambda/src/main/java/net/orfjackal/retrolambda/util/Flags.java@public isStaticMethod(access int) : boolean,"[BlameRes(sha1='74e2c432cc7132a6e22248b567ef650b56ed835b', oline='23', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/RemoveStaticMethods.java')]",,
retrolambda,5,"('b4f3efe33e34b49134f9e37100bf68ad7fe475a5', '56e008aeb9efdbbbe819daaf340e62f13f291a0b', 'c8b763121afb7a10091d231b9f08e772103d4358', 'ee2aa3db73afbab7a4b651e9b8165434f5b509bf', '98c01453ae9b44fd9b8b5c3398346a3e48a5cafe')",Move Method,retrolambda/src/main/java/net/orfjackal/retrolambda/interfaces/RemoveStaticMethods.java@private isStaticMethod(access int) : boolean,retrolambda/src/main/java/net/orfjackal/retrolambda/util/Flags.java@public isStaticMethod(access int) : boolean,"[BlameRes(sha1='74e2c432cc7132a6e22248b567ef650b56ed835b', oline='23', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/RemoveStaticMethods.java')]",,
retrolambda,5,"('a0ede57bbdffd06c75ca7a7bb1a691e23890b02b', '2fa9f07775241fb9bce3f379f1a0441c1c2b3de9', '183df2d1670ca8cf1ae4b9cf2bea2c88d982f24d', '064006507169deec51d66487646fbb4f55edfc10', '27e429a2953c5db2c470ce688a8d498d1899fe0b')",Move And Rename Class,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@net.orfjackal.retrolambda.test.DefaultMethodsTest.BA,retrolambda/src/test/java/net/orfjackal/retrolambda/ClassHierarchyAnalyzerTest.java@net.orfjackal.retrolambda.ClassHierarchyAnalyzerTest.ImplementsOriginal,"[BlameRes(sha1='0083d66b6766d7af7735fde0ca0f4af07fd2f891', oline='148', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
retrolambda,5,"('76f713e9f2bbaf7b84b178f29104f03f87712953', 'ed529511f3c78151df4dfb4eb9f75dce7b1ee1c8', '2dbd804bee9edcb3e77bea2c294b06679c827012', '151a36c8753ea5f94004aa81516337e1fce372a3', '95fbf37c316ec3a1b48d1a15b9ad78e6066603df')",Remove Parameter,retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@bytecode : byte[],"retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java@public transform(reader ClassReader, targetVersion int, methodRelocations MethodRelocations) : byte[]","[BlameRes(sha1='2f77470b39ba210dea86430e43afebe619dda99f', oline='20', file_name='retrolambda/src/main/java/net/orfjackal/retrolambda/LambdaUsageBackporter.java')]",,
retrolambda,5,"('6382656592c76cdebb20e584e285360921d9eaff', '586c91d645003728f40757a4fa399ea165299a2c', '4d950874c42e71d86f0a4d40bca8f79f0b0500c6', '72d273d5ef358c19d19c6bdb625ef76121c1282a', 'd4ef374a1522f0e750a2a8210c423c267ac950ff')",Rename Method,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@public primitives_run() : void,end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java@public default_methods_of_primitive_type() : void,"[BlameRes(sha1='a7bf0c2c195b48f7a0e321802cd633fdfe7a1257', oline='77', file_name='end-to-end-tests/src/test/java/net/orfjackal/retrolambda/test/DefaultMethodsTest.java')]",,
